"rt","riskLiteracy","deal","delay","odd","subvalue","value","timesseen","age","gender","income","job","pnum"
3963,2,"in 5 years 40%","in 5 years","40%",625,"40000",5,21,"Female",21000,"customer service representative",7
1866,2,"in 1 month 10%","in 1 month","10%",625,"40000",5,21,"Female",21000,"customer service representative",7
2516,2,"immediately 10%","immediately","10%",625,"40000",5,21,"Female",21000,"customer service representative",7
2099,2,"in 1 month 80%","in 1 month","80%",87.5,"800",5,21,"Female",21000,"customer service representative",7
5276,2,"in 1 month 25%","in 1 month","25%",37.5,"800",5,21,"Female",21000,"customer service representative",7
3475,2,"in 2 years 40%","in 2 years","40%",37.5,"800",5,21,"Female",21000,"customer service representative",7
3363,2,"in 5 years 10%","in 5 years","10%",12.5,"800",5,21,"Female",21000,"customer service representative",7
6747,2,"in 6 months 40%","in 6 months","40%",112.5,"800",5,21,"Female",21000,"customer service representative",7
3700,2,"in 2 years 25%","in 2 years","25%",62.5,"800",5,21,"Female",21000,"customer service representative",7
4267,2,"in 1 month 100%","in 1 month","100%",787.5,"800",5,21,"Female",21000,"customer service representative",7
3995,2,"in 2 years 80%","in 2 years","80%",87.5,"800",5,21,"Female",21000,"customer service representative",7
3381,2,"in 6 months 25%","in 6 months","25%",37.5,"800",5,21,"Female",21000,"customer service representative",7
2411,2,"in 5 years 40%","in 5 years","40%",62.5,"800",5,21,"Female",21000,"customer service representative",7
3307,2,"in 2 years 10%","in 2 years","10%",62.5,"800",5,21,"Female",21000,"customer service representative",7
4379,2,"in 5 years 25%","in 5 years","25%",12.5,"800",5,21,"Female",21000,"customer service representative",7
4412,2,"in 1 month 10%","in 1 month","10%",12.5,"800",5,21,"Female",21000,"customer service representative",7
3990,2,"immediately 40%","immediately","40%",87.5,"800",5,21,"Female",21000,"customer service representative",7
3339,2,"in 6 months 80%","in 6 months","80%",187.5,"800",5,21,"Female",21000,"customer service representative",7
2906,2,"in 5 years 100%","in 5 years","100%",212.5,"800",5,21,"Female",21000,"customer service representative",7
4067,2,"immediately 10%","immediately","10%",37.5,"800",5,21,"Female",21000,"customer service representative",7
2949,2,"in 6 months 10%","in 6 months","10%",62.5,"800",5,21,"Female",21000,"customer service representative",7
3243,2,"in 2 years 100%","in 2 years","100%",437.5,"800",5,21,"Female",21000,"customer service representative",7
2395,2,"in 6 months 100%","in 6 months","100%",687.5,"800",5,21,"Female",21000,"customer service representative",7
1747,2,"immediately 100%","immediately","100%",787.5,"800",5,21,"Female",21000,"customer service representative",7
3157,2,"in 1 month 40%","in 1 month","40%",87.5,"800",5,21,"Female",21000,"customer service representative",7
1755,2,"in 5 years 80%","in 5 years","80%",87.5,"800",5,21,"Female",21000,"customer service representative",7
5163,2,"immediately 80%","immediately","80%",187.5,"800",5,21,"Female",21000,"customer service representative",7
2556,2,"immediately 25%","immediately","25%",62.5,"800",5,21,"Female",21000,"customer service representative",7
6561,1,"in 5 years 80%","in 5 years","80%",19375,"40000",5,30,"Female",30000,"Home health aid",8
4080,1,"in 5 years 100%","in 5 years","100%",39375,"40000",5,30,"Female",30000,"Home health aid",8
3278,1,"in 5 years 10%","in 5 years","10%",625,"40000",5,30,"Female",30000,"Home health aid",8
3190,1,"immediately 25%","immediately","25%",625,"40000",5,30,"Female",30000,"Home health aid",8
6614,1,"in 6 months 80%","in 6 months","80%",19375,"40000",5,30,"Female",30000,"Home health aid",8
3207,1,"in 5 years 25%","in 5 years","25%",625,"40000",5,30,"Female",30000,"Home health aid",8
3065,1,"in 6 months 40%","in 6 months","40%",625,"40000",5,30,"Female",30000,"Home health aid",8
3095,1,"immediately 10%","immediately","10%",625,"40000",5,30,"Female",30000,"Home health aid",8
3678,1,"in 2 years 80%","in 2 years","80%",39375,"40000",5,30,"Female",30000,"Home health aid",8
3029,1,"immediately 100%","immediately","100%",39375,"40000",5,30,"Female",30000,"Home health aid",8
3234,1,"in 2 years 25%","in 2 years","25%",625,"40000",5,30,"Female",30000,"Home health aid",8
3049,1,"in 2 years 40%","in 2 years","40%",625,"40000",5,30,"Female",30000,"Home health aid",8
3143,1,"in 2 years 10%","in 2 years","10%",625,"40000",5,30,"Female",30000,"Home health aid",8
3165,1,"in 6 months 100%","in 6 months","100%",39375,"40000",5,30,"Female",30000,"Home health aid",8
2982,1,"in 6 months 25%","in 6 months","25%",625,"40000",5,30,"Female",30000,"Home health aid",8
2696,1,"in 6 months 10%","in 6 months","10%",625,"40000",5,30,"Female",30000,"Home health aid",8
2760,1,"in 1 month 10%","in 1 month","10%",625,"40000",5,30,"Female",30000,"Home health aid",8
2995,1,"immediately 40%","immediately","40%",625,"40000",5,30,"Female",30000,"Home health aid",8
2727,1,"in 1 month 40%","in 1 month","40%",625,"40000",5,30,"Female",30000,"Home health aid",8
4248,1,"immediately 80%","immediately","80%",19375,"40000",5,30,"Female",30000,"Home health aid",8
3441,1,"in 2 years 100%","in 2 years","100%",39375,"40000",5,30,"Female",30000,"Home health aid",8
2885,1,"in 1 month 100%","in 1 month","100%",39375,"40000",5,30,"Female",30000,"Home health aid",8
2729,1,"in 1 month 80%","in 1 month","80%",19375,"40000",5,30,"Female",30000,"Home health aid",8
3525,1,"in 1 month 25%","in 1 month","25%",625,"40000",5,30,"Female",30000,"Home health aid",8
3332,1,"in 5 years 40%","in 5 years","40%",625,"40000",5,30,"Female",30000,"Home health aid",8
3203,1,"immediately 80%","immediately","80%",787.5,"800",5,30,"Female",30000,"Home health aid",8
5327,1,"in 6 months 100%","in 6 months","100%",787.5,"800",5,30,"Female",30000,"Home health aid",8
3695,1,"in 1 month 10%","in 1 month","10%",87.5,"800",5,30,"Female",30000,"Home health aid",8
2882,1,"in 2 years 25%","in 2 years","25%",37.5,"800",5,30,"Female",30000,"Home health aid",8
4761,1,"in 5 years 80%","in 5 years","80%",787.5,"800",5,30,"Female",30000,"Home health aid",8
6785,1,"in 6 months 80%","in 6 months","80%",787.5,"800",5,30,"Female",30000,"Home health aid",8
4879,1,"in 6 months 10%","in 6 months","10%",87.5,"800",5,30,"Female",30000,"Home health aid",8
3021,1,"in 2 years 100%","in 2 years","100%",787.5,"800",5,30,"Female",30000,"Home health aid",8
7992,1,"in 5 years 10%","in 5 years","10%",37.5,"800",5,30,"Female",30000,"Home health aid",8
6612,1,"immediately 25%","immediately","25%",87.5,"800",5,30,"Female",30000,"Home health aid",8
3018,1,"in 2 years 10%","in 2 years","10%",87.5,"800",5,30,"Female",30000,"Home health aid",8
8508,1,"in 6 months 40%","in 6 months","40%",87.5,"800",5,30,"Female",30000,"Home health aid",8
4032,1,"immediately 10%","immediately","10%",87.5,"800",5,30,"Female",30000,"Home health aid",8
4230,1,"in 2 years 40%","in 2 years","40%",87.5,"800",5,30,"Female",30000,"Home health aid",8
2948,1,"in 6 months 25%","in 6 months","25%",87.5,"800",5,30,"Female",30000,"Home health aid",8
2485,1,"in 2 years 80%","in 2 years","80%",787.5,"800",5,30,"Female",30000,"Home health aid",8
2612,1,"immediately 40%","immediately","40%",87.5,"800",5,30,"Female",30000,"Home health aid",8
2733,1,"in 5 years 100%","in 5 years","100%",787.5,"800",5,30,"Female",30000,"Home health aid",8
2490,1,"immediately 100%","immediately","100%",787.5,"800",5,30,"Female",30000,"Home health aid",8
2717,1,"in 1 month 25%","in 1 month","25%",87.5,"800",5,30,"Female",30000,"Home health aid",8
2512,1,"in 1 month 40%","in 1 month","40%",87.5,"800",5,30,"Female",30000,"Home health aid",8
2472,1,"in 5 years 25%","in 5 years","25%",187.5,"800",5,30,"Female",30000,"Home health aid",8
2704,1,"in 1 month 80%","in 1 month","80%",787.5,"800",5,30,"Female",30000,"Home health aid",8
2908,1,"in 1 month 100%","in 1 month","100%",787.5,"800",5,30,"Female",30000,"Home health aid",8
4685,1,"in 5 years 40%","in 5 years","40%",87.5,"800",5,30,"Female",30000,"Home health aid",8
6244,1,"in 5 years 40%","in 5 years","40%",39375,"40000",5,22,"Female",0,"Student",9
3884,1,"in 1 month 80%","in 1 month","80%",39375,"40000",5,22,"Female",0,"Student",9
14468,1,"in 6 months 10%","in 6 months","10%",4375,"40000",5,22,"Female",0,"Student",9
3683,1,"in 6 months 80%","in 6 months","80%",39375,"40000",5,22,"Female",0,"Student",9
1908,1,"in 6 months 40%","in 6 months","40%",36875,"40000",5,22,"Female",0,"Student",9
4964,1,"immediately 25%","immediately","25%",16875,"40000",5,22,"Female",0,"Student",9
1884,1,"in 2 years 100%","in 2 years","100%",39375,"40000",5,22,"Female",0,"Student",9
10306,1,"in 6 months 25%","in 6 months","25%",10625,"40000",5,22,"Female",0,"Student",9
7197,1,"in 1 month 10%","in 1 month","10%",6875,"40000",5,22,"Female",0,"Student",9
12219,1,"in 1 month 40%","in 1 month","40%",38125,"40000",5,22,"Female",0,"Student",9
4294,1,"in 5 years 80%","in 5 years","80%",36875,"40000",5,22,"Female",0,"Student",9
1924,1,"in 6 months 100%","in 6 months","100%",39375,"40000",5,22,"Female",0,"Student",9
2674,1,"immediately 80%","immediately","80%",39375,"40000",5,22,"Female",0,"Student",9
5746,1,"in 5 years 25%","in 5 years","25%",3125,"40000",5,22,"Female",0,"Student",9
2603,1,"in 2 years 40%","in 2 years","40%",39375,"40000",5,22,"Female",0,"Student",9
3788,1,"immediately 10%","immediately","10%",19375,"40000",5,22,"Female",0,"Student",9
14284,1,"in 2 years 10%","in 2 years","10%",9375,"40000",5,22,"Female",0,"Student",9
6348,1,"in 5 years 10%","in 5 years","10%",1875,"40000",5,22,"Female",0,"Student",9
2835,1,"in 5 years 100%","in 5 years","100%",39375,"40000",5,22,"Female",0,"Student",9
2525,1,"in 2 years 80%","in 2 years","80%",39375,"40000",5,22,"Female",0,"Student",9
3909,1,"in 1 month 25%","in 1 month","25%",4375,"40000",5,22,"Female",0,"Student",9
1716,1,"immediately 40%","immediately","40%",39375,"40000",5,22,"Female",0,"Student",9
6762,1,"in 2 years 25%","in 2 years","25%",1875,"40000",5,22,"Female",0,"Student",9
2229,1,"immediately 100%","immediately","100%",39375,"40000",5,22,"Female",0,"Student",9
4523,1,"in 1 month 100%","in 1 month","100%",39375,"40000",5,22,"Female",0,"Student",9
3267,1,"in 6 months 10%","in 6 months","10%",87.5,"800",5,22,"Female",0,"Student",9
3436,1,"immediately 25%","immediately","25%",787.5,"800",5,22,"Female",0,"Student",9
8475,1,"immediately 80%","immediately","80%",787.5,"800",5,22,"Female",0,"Student",9
11937,1,"in 6 months 40%","in 6 months","40%",762.5,"800",5,22,"Female",0,"Student",9
9698,1,"in 6 months 25%","in 6 months","25%",187.5,"800",5,22,"Female",0,"Student",9
2100,1,"in 2 years 100%","in 2 years","100%",787.5,"800",5,22,"Female",0,"Student",9
10844,1,"in 1 month 25%","in 1 month","25%",487.5,"800",5,22,"Female",0,"Student",9
10739,1,"in 1 month 40%","in 1 month","40%",762.5,"800",5,22,"Female",0,"Student",9
1811,1,"in 6 months 100%","in 6 months","100%",787.5,"800",5,22,"Female",0,"Student",9
2796,1,"in 2 years 10%","in 2 years","10%",287.5,"800",5,22,"Female",0,"Student",9
4115,1,"immediately 10%","immediately","10%",387.5,"800",5,22,"Female",0,"Student",9
6172,1,"in 5 years 40%","in 5 years","40%",762.5,"800",5,22,"Female",0,"Student",9
3132,1,"in 2 years 25%","in 2 years","25%",187.5,"800",5,22,"Female",0,"Student",9
5729,1,"immediately 100%","immediately","100%",787.5,"800",5,22,"Female",0,"Student",9
3859,1,"in 6 months 80%","in 6 months","80%",787.5,"800",5,22,"Female",0,"Student",9
3563,1,"in 1 month 10%","in 1 month","10%",287.5,"800",5,22,"Female",0,"Student",9
3178,1,"in 5 years 10%","in 5 years","10%",387.5,"800",5,22,"Female",0,"Student",9
4364,1,"in 1 month 100%","in 1 month","100%",787.5,"800",5,22,"Female",0,"Student",9
5923,1,"in 1 month 80%","in 1 month","80%",787.5,"800",5,22,"Female",0,"Student",9
1884,1,"in 5 years 80%","in 5 years","80%",787.5,"800",5,22,"Female",0,"Student",9
2748,1,"in 5 years 25%","in 5 years","25%",387.5,"800",5,22,"Female",0,"Student",9
24698,1,"in 2 years 40%","in 2 years","40%",387.5,"800",5,22,"Female",0,"Student",9
3771,1,"in 2 years 80%","in 2 years","80%",787.5,"800",5,22,"Female",0,"Student",9
3004,1,"immediately 40%","immediately","40%",787.5,"800",5,22,"Female",0,"Student",9
2268,1,"in 5 years 100%","in 5 years","100%",787.5,"800",5,22,"Female",0,"Student",9
4006,4,"in 6 months 25%","in 6 months","25%",12.5,"800",5,21,"Female",15000,"Administrative assistant ",10
5352,4,"in 1 month 25%","in 1 month","25%",212.5,"800",5,21,"Female",15000,"Administrative assistant ",10
2122,4,"in 1 month 10%","in 1 month","10%",12.5,"800",5,21,"Female",15000,"Administrative assistant ",10
6131,4,"in 5 years 10%","in 5 years","10%",37.5,"800",5,21,"Female",15000,"Administrative assistant ",10
4150,4,"in 5 years 25%","in 5 years","25%",12.5,"800",5,21,"Female",15000,"Administrative assistant ",10
6881,4,"in 1 month 40%","in 1 month","40%",412.5,"800",5,21,"Female",15000,"Administrative assistant ",10
4990,4,"immediately 25%","immediately","25%",187.5,"800",5,21,"Female",15000,"Administrative assistant ",10
4336,4,"immediately 10%","immediately","10%",37.5,"800",5,21,"Female",15000,"Administrative assistant ",10
2519,4,"in 2 years 25%","in 2 years","25%",12.5,"800",5,21,"Female",15000,"Administrative assistant ",10
6102,4,"in 6 months 10%","in 6 months","10%",12.5,"800",5,21,"Female",15000,"Administrative assistant ",10
3252,4,"immediately 80%","immediately","80%",587.5,"800",5,21,"Female",15000,"Administrative assistant ",10
4988,4,"in 6 months 80%","in 6 months","80%",412.5,"800",5,21,"Female",15000,"Administrative assistant ",10
64021,4,"in 2 years 40%","in 2 years","40%",12.5,"800",5,21,"Female",15000,"Administrative assistant ",10
9344,4,"in 2 years 80%","in 2 years","80%",12.5,"800",5,21,"Female",15000,"Administrative assistant ",10
4985,4,"in 6 months 100%","in 6 months","100%",412.5,"800",5,21,"Female",15000,"Administrative assistant ",10
5087,4,"in 1 month 100%","in 1 month","100%",687.5,"800",5,21,"Female",15000,"Administrative assistant ",10
87257,4,"immediately 40%","immediately","40%",362.5,"800",5,21,"Female",15000,"Administrative assistant ",10
2133,4,"in 6 months 40%","in 6 months","40%",112.5,"800",5,21,"Female",15000,"Administrative assistant ",10
1225,4,"in 5 years 40%","in 5 years","40%",12.5,"800",5,21,"Female",15000,"Administrative assistant ",10
1534,4,"in 2 years 100%","in 2 years","100%",412.5,"800",5,21,"Female",15000,"Administrative assistant ",10
1497,4,"in 2 years 10%","in 2 years","10%",12.5,"800",5,21,"Female",15000,"Administrative assistant ",10
1764,4,"in 5 years 80%","in 5 years","80%",412.5,"800",5,21,"Female",15000,"Administrative assistant ",10
1536,4,"immediately 100%","immediately","100%",787.5,"800",5,21,"Female",15000,"Administrative assistant ",10
3113,4,"in 5 years 100%","in 5 years","100%",412.5,"800",5,21,"Female",15000,"Administrative assistant ",10
2072,4,"in 1 month 80%","in 1 month","80%",612.5,"800",5,21,"Female",15000,"Administrative assistant ",10
4387,4,"in 2 years 40%","in 2 years","40%",625,"40000",5,21,"Female",15000,"Administrative assistant ",10
1633,4,"in 6 months 10%","in 6 months","10%",625,"40000",5,21,"Female",15000,"Administrative assistant ",10
1977,4,"in 2 years 25%","in 2 years","25%",625,"40000",5,21,"Female",15000,"Administrative assistant ",10
3357,4,"in 5 years 10%","in 5 years","10%",625,"40000",5,21,"Female",15000,"Administrative assistant ",10
2458,4,"in 5 years 25%","in 5 years","25%",625,"40000",5,21,"Female",15000,"Administrative assistant ",10
3394,4,"in 5 years 100%","in 5 years","100%",30625,"40000",5,21,"Female",15000,"Administrative assistant ",10
1953,4,"in 1 month 10%","in 1 month","10%",625,"40000",5,21,"Female",15000,"Administrative assistant ",10
4528,4,"immediately 40%","immediately","40%",3125,"40000",5,21,"Female",15000,"Administrative assistant ",10
1828,4,"in 1 month 25%","in 1 month","25%",625,"40000",5,21,"Female",15000,"Administrative assistant ",10
3093,4,"in 6 months 100%","in 6 months","100%",35625,"40000",5,21,"Female",15000,"Administrative assistant ",10
5213,4,"in 6 months 80%","in 6 months","80%",4375,"40000",5,21,"Female",15000,"Administrative assistant ",10
3954,4,"immediately 80%","immediately","80%",19375,"40000",5,21,"Female",15000,"Administrative assistant ",10
1651,4,"in 2 years 10%","in 2 years","10%",625,"40000",5,21,"Female",15000,"Administrative assistant ",10
3016,4,"in 2 years 80%","in 2 years","80%",625,"40000",5,21,"Female",15000,"Administrative assistant ",10
1555,4,"in 5 years 40%","in 5 years","40%",625,"40000",5,21,"Female",15000,"Administrative assistant ",10
2928,4,"in 5 years 80%","in 5 years","80%",625,"40000",5,21,"Female",15000,"Administrative assistant ",10
3307,4,"in 2 years 100%","in 2 years","100%",30625,"40000",5,21,"Female",15000,"Administrative assistant ",10
4635,4,"in 1 month 80%","in 1 month","80%",13125,"40000",5,21,"Female",15000,"Administrative assistant ",10
8557,4,"in 1 month 100%","in 1 month","100%",39375,"40000",5,21,"Female",15000,"Administrative assistant ",10
1556,4,"immediately 25%","immediately","25%",625,"40000",5,21,"Female",15000,"Administrative assistant ",10
2602,4,"in 6 months 25%","in 6 months","25%",625,"40000",5,21,"Female",15000,"Administrative assistant ",10
3049,4,"in 6 months 40%","in 6 months","40%",5625,"40000",5,21,"Female",15000,"Administrative assistant ",10
1993,4,"immediately 10%","immediately","10%",625,"40000",5,21,"Female",15000,"Administrative assistant ",10
2281,4,"immediately 100%","immediately","100%",39375,"40000",5,21,"Female",15000,"Administrative assistant ",10
4366,4,"in 1 month 40%","in 1 month","40%",625,"40000",5,21,"Female",15000,"Administrative assistant ",10
4068,1,"in 2 years 40%","in 2 years","40%",625,"40000",5,24,"Female",10000,"cna",12
3465,1,"in 2 years 10%","in 2 years","10%",625,"40000",5,24,"Female",10000,"cna",12
2204,1,"in 5 years 25%","in 5 years","25%",625,"40000",5,24,"Female",10000,"cna",12
46506,1,"in 5 years 80%","in 5 years","80%",8125,"40000",5,24,"Female",10000,"cna",12
1578,1,"in 2 years 25%","in 2 years","25%",625,"40000",5,24,"Female",10000,"cna",12
8090,1,"immediately 100%","immediately","100%",39375,"40000",5,24,"Female",10000,"cna",12
1065,1,"in 6 months 25%","in 6 months","25%",625,"40000",5,24,"Female",10000,"cna",12
7998,1,"in 6 months 100%","in 6 months","100%",39375,"40000",5,24,"Female",10000,"cna",12
